kOsc1Wave,kOsc1Coarse,kOsc1Fine,kOsc1Split,kOsc2Wave,kOsc2Coarse,kOsc2Fine,kOsc2Split,kOscMix,kFmMode,kFmCoarse,kFmFine,kFilterEnabled,kFilterCutoff,kFilterResonance,kFilterKeyTrack,kVolEnvA,kVolEnvD,kVolEnvS,kVolEnvR,kVolEnvV,kModEnvA,kModEnvD,kModEnvS,kModEnvR,kModEnvV,kLfoAmount,kLfoFrequency,kLfoDelay,kVolEnvFm,kVolEnvCutoff,kModEnvFm,kModEnvCutoff,kLfoFm,kLfoCutoff,kVoiceMode,kGlideSpeed,kMasterVolume
2,-7,0.386230,-0.016369,1,-7,-0.537872,0.017183,0.942444,1,22,0.747162,false,1774.392090,0.989624,-0.022369,999.573246,978.968922,0.670288,923.899410,0.142761,977.965144,987.105466,0.161804,980.055714,0.563263,-0.084857,7.213359,999.818585,-22.018066,6611.083984,23.854980,-7708.007813,-10.063477,-54.443359,0,987.263376,0.353653
1,8,-0.417938,-0.022249,1,8,0.030487,-0.006093,0.458115,1,7,-0.182037,false,794.060974,0.726227,0.990021,992.005198,978.653231,0.947327,950.609337,0.775024,985.224616,965.667394,0.136765,985.509928,0.378738,0.019638,0.343639,999.971086,22.606934,7254.638672,14.631592,-6762.451172,-6.467285,6728.759766,2,901.413404,0.393227
3,18,-0.071411,-0.012672,0,18,0.345612,-0.019836,0.464783,1,20,-0.704407,true,2167.937012,0.992844,0.057526,878.782792,990.155358,0.153961,958.440562,0.217133,998.053093,995.743845,0.056213,949.175578,0.167740,0.026669,0.136055,998.665078,10.839111,-6340.332031,5.947266,-4857.177734,-11.499023,838.867188,2,862.375230,0.263718
2,-8,-0.877930,0.016917,1,-8,-0.730408,-0.015874,0.003586,0,13,0.984772,false,7108.800964,0.011139,0.538666,976.299250,972.550503,0.511688,971.146013,0.945313,994.254784,996.878286,0.234436,964.515839,0.138885,0.072549,1.366025,999.585542,15.419678,1807.861328,3.369141,5965.087891,16.439209,1441.162109,0,729.581124,0.274445
1,14,-0.953400,-0.010641,3,14,-0.237335,-0.010764,0.023178,1,12,-0.422241,false,559.176025,0.027420,-0.743591,991.198793,999.613921,0.034302,985.526097,0.267960,944.694558,937.652463,0.080276,991.701961,0.871674,-0.046219,1.322965,999.209545,9.401367,-3971.923828,-4.305908,2327.636719,-23.076416,-7114.257813,0,981.244124,0.027008
4,18,-0.646515,0.011791,3,18,0.838715,-0.003802,0.767960,0,23,0.937256,true,3466.683960,0.015793,0.405060,982.030473,998.332142,0.187195,925.066674,0.685760,993.018389,938.141048,0.112885,979.991196,0.311249,-0.096185,2.606977,998.192075,-0.495117,1751.953125,12.941895,-5061.279297,5.301270,-4428.466797,1,991.699682,0.006187
2,-19,0.483063,-0.006799,0,-19,0.995911,-0.017881,0.411591,1,0,0.373199,true,2195.455933,0.461029,-0.639648,942.440797,989.469137,0.738693,968.726745,0.524139,971.055021,993.170783,0.408615,987.043388,0.411728,-0.071890,0.117343,999.183110,-14.639648,-1176.757813,5.496826,6.591797,17.465332,2119.140625,2,976.393687,0.130341
1,20,-0.361206,0.009258,1,20,0.583527,0.023427,0.995621,0,40,0.902496,true,5638.486938,0.576828,-0.425720,990.900428,996.297543,0.942413,986.243158,0.332428,987.075713,998.048567,0.254776,975.591356,0.960480,-0.000598,1.028752,995.993902,-8.827881,5026.123047,-16.681641,-1934.326172,19.582031,-1839.111328,1,819.607143,0.332062
3,1,-0.489227,0.015728,5,1,0.257904,0.019893,0.719131,1,38,0.660797,false,3707.778931,0.707947,-0.422028,977.106546,977.121601,0.269241,998.767905,0.979126,987.076980,974.148476,0.224152,992.321864,0.668091,0.067825,2.026378,999.462396,-14.092529,-2804.931641,1.582031,5353.515625,13.180664,551.269531,1,991.955727,0.160683
1,10,0.379822,0.003892,1,10,0.596283,0.005946,0.467285,1,9,0.775330,true,1411.410217,0.235535,0.953369,997.931027,976.660202,0.520065,987.354769,0.728531,966.586035,999.137291,0.199463,993.123414,0.566528,-0.066144,6.067889,999.902769,20.584717,1211.669922,-10.650146,-4177.490234,-20.165771,2976.562500,0,928.198205,0.130180
1,7,-0.580597,-0.014362,1,7,-0.169098,0.002963,0.280350,1,13,0.354462,true,6419.732056,0.250000,-0.434875,988.299177,985.756043,0.332855,979.638031,0.909088,980.791289,999.600757,0.527115,982.990553,0.174622,-0.069656,5.380722,998.778012,11.807373,4699.218750,-4.964355,938.720703,23.516602,6565.429688,2,955.543001,0.025620
1,-7,0.781250,0.000322,4,-7,-0.567780,-0.008122,0.023178,2,30,0.063995,true,7149.226990,0.849274,-0.776672,969.767639,934.047846,0.122192,998.012743,0.477310,933.745469,992.510704,0.330414,949.758114,0.539841,-0.098523,8.115357,997.217061,-11.749512,5131.103516,-11.507813,6330.810547,-5.198730,-2051.757813,1,996.602519,0.310692
1,-21,-0.063446,0.006358,3,-21,0.380524,0.018970,0.334839,2,26,-0.977417,false,1369.523010,0.574142,0.023285,952.716922,959.947732,0.972488,946.438201,0.457794,993.933385,948.659376,0.394196,958.927187,0.040543,0.054745,0.115118,995.877030,7.894775,623.291016,-4.946045,7716.308594,22.688232,-1126.220703,1,688.564417,0.172127
2,9,0.470734,0.002150,4,9,-0.904114,-0.023266,0.115005,1,46,0.385162,false,3872.648926,0.544205,0.387115,937.788401,985.065314,0.811172,985.177545,0.006348,988.230887,967.564484,0.996170,996.479327,0.110001,0.036743,2.019986,998.479668,-19.140381,5271.484375,-22.379150,-6505.615234,21.188965,7669.921875,1,788.513166,0.285797
3,9,0.620850,0.001801,1,9,0.669708,-0.003357,0.172272,2,40,0.613617,true,4153.439331,0.517014,0.407867,990.069393,968.960114,0.574707,947.698554,0.173584,942.598274,987.068745,0.456924,958.145104,0.079178,-0.021246,2.038926,998.056146,3.046143,3148.681641,21.058594,-1673.828125,-23.244873,986.083984,1,896.396550,0.435265
4,23,0.333649,0.009920,3,23,0.701080,-0.017203,0.373199,1,13,0.025665,true,7708.128967,0.400192,0.260010,992.943105,961.946361,0.826263,970.997380,0.001175,973.657382,998.682548,0.248993,978.919939,0.434677,-0.087402,0.825245,999.419041,-19.003418,5485.839844,-5.791992,-1938.232422,11.097656,-2234.130859,1,967.264118,0.332703
5,10,-0.026001,0.017958,2,10,-0.464905,-0.004070,0.929718,2,48,-0.587830,true,7283.655701,0.624496,-0.249146,962.075963,999.690060,0.921127,992.392843,0.064911,992.957175,989.685475,0.889633,989.620824,0.596725,0.079117,1.693634,997.494896,22.426758,3120.117188,-2.459473,-5627.441406,-8.008301,-6228.027344,1,999.451404,0.289558
3,-1,0.617737,-0.008816,1,-1,0.511261,0.020766,0.492401,2,40,0.818848,false,2506.444092,0.975693,-0.633789,997.625798,983.091626,0.167206,977.434766,0.038681,919.956895,989.854048,0.288223,968.927469,0.376373,-0.028336,4.016058,999.997801,-13.113281,-6799.804688,23.024414,4947.753906,8.696045,5993.896484,1,982.688041,0.029007
5,-7,-0.648804,-0.002287,0,-7,-0.877319,0.017599,0.800156,1,26,0.105225,true,363.621216,0.895615,0.749481,991.957174,995.748798,0.593018,968.079516,0.414597,983.415874,987.379190,0.581238,880.705243,0.330627,-0.092215,4.976793,998.882602,13.002686,2710.693359,-13.155762,6931.640625,-6.131104,3567.871094,1,927.956316,0.121971
4,-2,0.739532,-0.014512,3,-2,0.442627,0.012265,0.884247,2,14,0.496429,true,5006.038818,0.717560,-0.010925,995.758701,989.206140,0.905899,973.959175,0.378174,961.823039,997.893796,0.152023,994.932666,0.112900,-0.072906,2.167474,999.945154,-11.947266,521.240234,-6.029297,-4797.607422,18.488525,3293.945313,0,932.538062,0.411896
1,12,-0.957581,-0.001896,3,12,-0.196259,0.010519,0.090027,1,6,-0.201721,true,1299.386292,0.514206,0.239532,989.775027,996.668947,0.277634,913.799008,0.848770,984.817189,966.444906,0.904480,940.508069,0.486511,-0.039008,2.228249,999.760083,-10.229736,2438.476563,-12.477539,-1238.037109,-22.810547,-6846.679688,1,995.666483,0.318047
2,11,-0.861328,0.017903,4,11,0.706055,-0.011945,0.990158,2,16,-0.848267,false,891.960144,0.559372,0.517334,992.058858,994.910808,0.690491,980.433613,0.568130,991.559061,997.382427,0.489746,982.548835,0.125076,-0.067715,0.582895,999.270707,11.310059,2021.728516,18.021973,3960.693359,11.496094,1570.800781,1,903.701489,0.183334
2,-17,-0.775055,-0.019082,1,-17,-0.101074,-0.022346,0.035065,1,19,0.983551,false,4101.689148,0.348007,0.284485,996.218102,996.314283,0.663315,994.596214,0.545151,974.321626,998.250624,0.787430,978.111154,0.309448,-0.094406,8.193568,999.374776,-7.201904,-7434.570313,-9.602783,7736.083984,-8.900391,-2567.138672,1,989.750076,0.168373
0,-7,-0.616730,0.008577,3,-7,0.571838,-0.017266,0.817078,1,46,-0.753510,false,1562.886047,0.046829,-0.483032,990.188991,999.172757,0.914581,970.219517,0.947128,985.272279,956.278253,0.370102,959.030779,0.333450,0.068948,9.722508,998.635493,17.753906,4467.773438,-12.301758,-6601.074219,15.681885,7165.771484,0,991.855678,0.015480
3,11,-0.422668,-0.004498,3,11,-0.372162,-0.009723,0.425049,2,15,-0.139771,true,3265.527954,0.793289,0.613098,972.816780,994.072723,0.140396,946.961735,0.588074,923.280589,902.057020,0.316925,985.493750,0.748520,-0.011234,6.611022,998.898008,13.305176,329.345703,7.571045,5766.113281,13.906494,6768.310547,2,925.294142,0.000969
4,-17,0.684479,-0.013740,4,-17,0.925293,0.007830,0.260437,2,44,-0.144470,false,5862.169495,0.864014,0.978638,959.609060,986.199916,0.001282,977.970601,0.372574,996.996898,992.895814,0.744781,966.321843,0.810669,-0.028333,4.896968,999.382442,3.019775,-5407.958984,23.619873,3754.394531,12.211670,-2122.802734,0,959.886975,0.199020
3,1,0.960632,-0.007578,1,1,-0.992249,0.007697,0.437759,1,24,0.800873,true,7999.147644,0.535278,-0.950378,987.397959,991.761003,0.617462,994.055408,0.663467,991.032986,929.939035,0.592712,974.068889,0.259262,0.032132,0.893934,999.302425,-2.538574,2762.207031,19.251709,-2421.630859,-6.305420,6472.412109,1,873.545978,0.223305
2,-24,0.846619,0.002887,3,-24,-0.879883,-0.019302,0.776047,2,26,0.483459,false,2801.481018,0.897324,-0.958374,991.953516,995.919763,0.698456,954.537754,0.219437,973.142092,989.168845,0.794220,987.120645,0.594620,-0.061438,3.555601,999.859563,-13.601074,1106.689453,14.351807,281.005859,-5.946533,-2586.914063,1,943.581622,0.087471
1,15,-0.559967,0.007220,2,15,0.512512,0.002369,0.984802,1,38,0.898926,true,3540.595398,0.129807,-0.802551,917.740043,990.959730,0.993576,990.248859,0.666809,997.892140,996.392548,0.294876,984.781840,0.560120,-0.039429,0.181851,999.782972,0.018311,-5639.160156,-15.232178,-2218.017578,2.706299,3445.800781,0,662.500150,0.074493
4,15,0.737885,-0.010537,4,15,0.170959,0.013177,0.922119,2,2,0.526184,false,6723.536072,0.388931,-0.095459,983.332264,982.383843,0.014328,995.101782,0.516647,932.946645,968.213009,0.674515,959.709824,0.758423,0.023102,0.197987,996.200026,21.582275,-1501.953125,-10.227539,-981.201172,22.395264,5672.851563,2,953.235610,0.124596
2,5,0.706757,-0.022279,2,5,-0.613312,0.007491,0.447189,0,14,-0.225586,false,7521.219482,0.385803,0.541504,993.335141,994.044339,0.905121,985.770053,0.631119,964.157271,992.038033,0.769669,992.056776,0.842422,-0.004633,0.525710,998.763727,-9.840088,3522.460938,-7.466309,2737.304688,-17.264648,7539.550781,1,808.450334,0.091492
4,22,-0.112640,0.019345,2,22,0.143829,0.016521,0.262543,2,39,0.962280,false,6423.263245,0.155823,0.301239,993.264761,993.455624,0.523331,991.166473,0.770844,920.811255,967.659550,0.756409,962.695471,0.722504,0.079974,5.664446,999.221310,13.335938,5743.652344,-21.954346,5362.548828,-7.571045,3452.148438,1,931.480184,0.243240
2,-23,-0.786957,-0.021349,1,-23,-0.788910,-0.012276,0.027557,2,1,0.134735,false,5553.251343,0.782013,-0.500061,997.719750,939.705815,0.680435,998.917493,0.847198,973.016024,994.978647,0.954956,999.455898,0.637558,-0.062134,0.579564,999.933287,3.923584,3537.353516,-23.715820,5860.839844,-20.373779,688.720703,1,966.188918,0.317680
5,-16,0.466095,-0.018556,0,-16,-0.753113,-0.011604,0.950974,1,34,-0.175873,true,7547.886047,0.344406,-0.539398,979.238364,977.185487,0.744598,896.689707,0.871735,973.082455,988.743080,0.976715,994.670531,0.459702,0.063058,1.138610,997.278602,11.643311,-6380.615234,7.570313,7760.498047,-12.500244,-2857.910156,1,726.547928,0.196190
1,-20,0.608063,0.018901,4,-20,0.435730,0.019331,0.008331,1,5,-0.640564,true,2067.602539,0.729919,-0.396729,982.608634,998.471343,0.789352,988.394355,0.416534,994.400451,963.651546,0.961823,996.398694,0.142319,0.017105,4.839727,999.890317,6.123779,5395.263672,18.853271,3039.062500,20.661621,7180.175781,0,999.291971,0.182030
2,-17,-0.255463,0.020075,5,-17,0.921265,-0.022587,0.228043,1,30,0.819794,true,1521.364136,0.692398,-0.315155,947.508621,965.202558,0.660065,971.293764,0.854416,986.676700,984.913282,0.259674,984.947070,0.368500,-0.099020,4.920762,999.408350,-13.633301,5770.996094,-23.378174,-7488.769531,11.162842,-6372.558594,1,807.136071,0.089767
1,-21,-0.416962,-0.022725,4,-21,-0.988190,0.004124,0.267792,1,13,0.998322,true,2671.679382,0.303177,0.753479,941.481754,996.658088,0.637421,926.300441,0.361816,999.791740,962.718990,0.020691,902.562256,0.410919,-0.069730,1.760753,998.784513,-22.243652,-5392.578125,6.179443,6774.658203,-2.091797,5175.537109,1,997.842000,0.136597
2,-15,0.792694,-0.001422,3,-15,0.297974,0.008448,0.711029,2,1,-0.522247,true,3973.713989,0.168793,0.735931,958.066117,995.799623,0.054718,987.214681,0.369843,991.609432,926.860869,0.058258,976.981991,0.660156,-0.091757,9.448372,999.886325,14.503418,7180.664063,-10.672852,-5373.779297,-5.907715,-951.171875,1,915.952038,0.092064
1,-18,0.380157,-0.017001,5,-18,0.306763,0.017905,0.031250,1,9,-0.276398,false,7549.103699,0.776108,-0.651367,999.562389,986.044027,0.779846,958.243986,0.099991,967.295226,968.850258,0.295715,999.324703,0.541397,-0.054715,7.219251,997.050817,-5.904785,6145.751953,19.076660,6658.691406,16.282471,-4893.310547,2,858.880499,0.120110
4,4,0.681183,0.009755,4,4,-0.817169,-0.010596,0.439407,0,36,-0.575653,true,3614.506836,0.762573,-0.055267,986.794825,973.829668,0.069351,989.582414,0.304489,985.432988,987.135184,0.446777,997.436429,0.117737,0.065024,2.403453,999.225818,0.749268,-2385.986328,-7.331543,3744.140625,-1.588623,-3996.093750,1,913.481465,0.441528
0,18,-0.225342,-0.000076,4,18,-0.469513,0.004917,0.428406,0,37,0.167969,true,5673.311768,0.499985,0.064117,957.628119,988.709254,0.409912,984.242031,0.691574,969.125288,965.493915,0.637894,998.568698,0.372650,-0.070697,0.400455,998.938804,15.688477,6137.451172,-6.854004,1346.191406,14.874023,2077.148438,1,899.385321,0.131310
5,-14,-0.802155,0.004560,5,-14,0.916565,-0.006163,0.647324,1,30,-0.180267,false,2027.054749,0.503433,-0.701416,994.815716,930.439854,0.974625,987.149082,0.712753,999.100197,997.237579,0.815781,985.792721,0.316299,0.060992,2.525550,999.270833,17.666016,-6048.828125,6.557373,4746.337891,4.242920,-7288.085938,2,928.597125,0.487427
3,-5,-0.284485,-0.006204,4,-5,0.183746,-0.011775,0.969818,1,11,-0.373260,true,1630.343933,0.164108,-0.984650,990.109884,997.528140,0.300812,998.780704,0.574753,990.737589,978.073146,0.730026,995.728980,0.248306,0.084940,9.216138,999.672410,-8.853516,4457.031250,-1.134521,5396.972656,-21.944824,496.093750,2,875.231813,0.367271
4,-2,0.332794,-0.022933,1,-2,0.954620,0.006201,0.562759,1,16,-0.315308,false,7890.898438,0.820648,0.813660,992.345031,964.717981,0.660492,952.350748,0.669083,987.641314,984.978747,0.365128,998.251441,0.451767,-0.023648,2.852627,998.033724,19.547607,6970.458984,4.447266,179.199219,15.164063,5921.630859,2,951.293510,0.040291
0,22,-0.751709,0.016864,1,22,0.693787,-0.001862,0.282852,2,3,-0.511719,false,3582.117310,0.787537,-0.994598,997.761813,973.520864,0.535980,986.693425,0.423386,996.311640,998.777505,0.408081,989.716883,0.729752,-0.098831,8.116716,999.125270,18.454834,-5887.451172,6.352295,-3501.464844,9.035889,6694.580078,0,849.897195,0.302116
1,-1,0.062012,0.003155,1,-1,0.129913,0.006328,0.522552,1,29,0.164276,false,4201.293030,0.498413,-0.968964,964.744293,995.776697,0.160873,980.886194,0.275894,992.640740,987.327817,0.326324,993.624523,0.310944,0.056836,7.282416,999.675432,-18.162598,-396.484375,23.742920,-2070.800781,0.145020,-448.242188,1,810.921821,0.103981
2,21,0.237610,0.005699,0,21,-0.732605,0.003539,0.714355,1,27,0.906128,true,5678.912964,0.435516,0.054871,984.291584,992.225882,0.247604,985.399845,0.863251,954.962753,954.743047,0.785614,979.709402,0.160645,0.046405,1.341191,997.972354,14.787598,2718.750000,-11.830811,-4656.250000,11.975098,-1598.388672,1,987.644256,0.162392
3,8,-0.374664,-0.011398,1,8,0.821075,-0.022710,0.439423,1,40,0.541687,false,7561.645508,0.460770,-0.787567,985.565799,989.416062,0.053085,994.471554,0.076706,974.217246,984.628783,0.432526,981.621798,0.587067,-0.087570,3.028520,998.688165,7.421631,255.615234,-4.055420,4036.376953,-11.632324,-3621.093750,2,910.581184,0.061401
1,-19,-0.123810,-0.003105,3,-19,-0.821198,0.004581,0.774887,2,36,0.267700,true,2320.752258,0.219727,0.046631,985.195292,996.409226,0.755432,942.111011,0.101379,979.860816,957.422819,0.967987,997.017041,0.013855,-0.040570,0.590464,999.922152,10.409180,5360.595703,-10.220947,-1173.583984,6.664307,-6261.962891,2,990.558315,0.152039
3,22,0.175232,0.017498,2,22,0.274658,0.023903,0.975052,0,33,-0.837463,true,2033.143005,0.724564,0.874420,952.353310,984.993884,0.100601,997.797158,0.331467,910.580792,972.168053,0.155182,998.051447,0.769974,0.093985,0.130089,998.483359,1.597412,5489.746094,9.011719,2121.582031,-3.016113,-461.914063,2,809.786436,0.124771
4,-19,-0.857422,-0.012911,5,-19,-0.647461,-0.024391,0.432526,1,33,0.071869,true,5496.508789,0.679764,-0.282288,995.218350,972.599027,0.022354,964.663720,0.634689,979.240093,988.918015,0.938019,990.494677,0.799866,-0.057254,8.103672,997.465484,-6.771240,7801.269531,-16.160156,6240.966797,-3.018311,-2237.304688,1,872.337774,0.399811
1,-17,-0.003418,0.007146,4,-17,-0.254089,-0.008829,0.972397,1,10,0.477051,false,5721.896057,0.911545,0.819733,999.678480,953.947354,0.855865,895.701647,0.327072,987.980329,949.743862,0.704254,981.415737,0.778793,-0.059793,5.667391,999.904583,-16.215820,6203.369141,19.848633,4602.050781,19.415771,1180.908203,1,987.217170,0.119598
2,-9,-0.629883,-0.011035,2,-9,-0.676453,0.024702,0.021927,1,4,0.523132,true,6231.848450,0.723755,-0.977753,972.622690,999.059489,0.782272,985.368014,0.164902,935.438057,987.639456,0.433136,990.905330,0.297989,-0.055896,3.305065,999.043130,-22.064209,1238.525391,0.553711,807.128906,-2.029541,-5370.849609,2,935.286933,0.100288
0,7,0.084503,-0.000870,2,7,-0.446808,0.000921,0.597229,2,14,-0.714600,true,5285.976868,0.019882,0.918304,967.979262,993.444784,0.421814,970.929963,0.932419,995.141466,959.196011,0.305023,956.772893,0.419388,-0.097186,5.276212,997.742382,-12.768311,-625.488281,-21.892090,-4307.861328,20.232422,-1654.296875,1,831.733748,0.480545
1,-1,-0.953888,-0.020711,1,-1,-0.420959,-0.023275,0.583115,0,15,-0.884857,true,1017.500000,0.985947,0.695831,922.280623,949.990667,0.109756,971.792452,0.223724,944.483004,989.676331,0.631836,971.820383,0.797760,-0.061142,0.952736,998.338177,-23.618408,3721.191406,-1.392334,4105.468750,-0.651123,1055.419922,2,943.385952,0.103554
2,17,-0.654144,0.001035,1,17,0.215454,-0.016116,0.541168,1,23,-0.897522,true,3279.652710,0.535172,-0.310089,982.172417,999.149119,0.996902,980.569262,0.275528,958.874245,904.498792,0.883347,986.084243,0.203690,0.011478,3.277619,999.396094,-22.992188,-7458.496094,-5.298340,-2850.585938,-1.070068,1909.912109,2,834.886214,0.478569
4,14,0.992584,-0.010823,3,14,-0.960999,-0.019215,0.843140,2,41,-0.671722,false,5934.619751,0.304108,-0.701508,962.661833,981.878386,0.156433,978.679765,0.864151,965.770011,971.591356,0.033997,999.892636,0.222595,0.010367,8.770043,999.512554,-5.027344,-161.621094,-6.996826,-6095.458984,16.638428,3060.791016,1,971.044156,0.433372
4,-8,0.702118,0.006771,3,-8,0.070526,-0.006870,0.541489,0,35,0.333130,false,5795.929260,0.683884,-0.162994,987.386073,983.480226,0.529556,984.528096,0.639679,999.891487,986.159885,0.764252,948.988064,0.480103,-0.071027,1.967003,999.779516,22.107422,-5196.044922,11.392822,-5964.111328,19.376953,5119.140625,1,913.928297,0.486183
3,8,0.653534,-0.022623,4,8,0.244110,-0.006593,0.398300,1,22,0.556091,false,743.893738,0.863815,0.394196,997.368487,972.931623,0.036377,989.880145,0.828415,959.861143,975.495170,0.193283,967.187540,0.902435,-0.029013,0.392768,999.573838,-4.658936,7388.183594,-1.880859,-7397.216797,-6.507568,2118.652344,1,946.022295,0.497711
3,-15,-0.935883,-0.007043,3,-15,-0.706299,0.019910,0.355896,0,3,-0.922211,true,7281.098633,0.350876,-0.510010,992.411841,979.357385,0.981201,991.646484,0.020340,964.274220,981.037139,0.417175,959.061967,0.514984,0.086691,0.640006,999.324784,8.994141,-341.796875,6.180176,-6468.994141,23.937012,609.375000,1,994.224108,0.091156
5,-22,-0.616028,0.004619,0,-22,0.529327,0.010107,0.732483,1,46,0.836517,true,1873.508911,0.396774,-0.457245,992.405681,998.456363,0.634949,969.862198,0.682312,961.164831,983.908922,0.897552,969.081176,0.899597,-0.052609,6.306681,999.944122,-21.130371,5402.343750,-3.566162,-1174.316406,15.230713,-2111.572266,1,883.844447,0.151375
